t,det_l,det_r,x,y,z,dist,ipd,yaw,pitch,roll,arousal,valence,change,dwell,absent,approach,attending,state,det_ms,fsm_state,fsm_row
61.202,1,1,0.0200,0.2010,-0.4123,0.4591,0.0605,-2.20,-2.23,2.55,0.195,-0.054,2.249,29.38,0.00,0.016,1,angry,10.4,EXCITED,
61.251,1,1,0.0203,0.2013,-0.4116,0.4587,0.0601,-2.37,-2.08,2.07,0.209,-0.054,2.330,29.43,0.00,0.014,1,angry,10.7,EXCITED,
61.298,1,1,0.0206,0.2018,-0.4112,0.4585,0.0607,-2.43,-2.33,2.15,0.225,-0.029,2.300,29.47,0.00,0.012,1,angry,10.1,EXCITED,
61.346,1,1,0.0209,0.2022,-0.4109,0.4585,0.0672,-2.33,-3.06,1.93,0.225,0.040,2.703,29.52,0.00,0.010,1,angry,10.1,EXCITED,
61.394,1,1,0.0211,0.2020,-0.4108,0.4582,0.0613,-2.34,-2.03,1.99,0.220,0.041,3.011,29.57,0.00,0.009,1,angry,10.0,EXCITED,
61.442,1,1,0.0212,0.2011,-0.4093,0.4565,0.0619,-2.60,-2.52,2.50,0.211,0.074,2.958,29.62,0.00,0.014,1,angry,10.3,EXCITED,
61.490,1,1,0.0214,0.2014,-0.4097,0.4570,0.0615,-2.92,-2.68,2.08,0.201,0.078,2.706,29.66,0.00,0.010,1,angry,10.3,EXCITED,
61.537,1,1,0.0214,0.2019,-0.4098,0.4573,0.0646,-3.25,-2.56,1.63,0.205,0.044,2.831,29.71,0.00,0.006,1,angry,10.1,EXCITED,
61.586,1,1,0.0218,0.2012,-0.4078,0.4553,0.0665,-2.38,-2.57,1.99,0.204,0.102,3.657,29.76,0.00,0.013,1,angry,9.9,EXCITED,
61.650,1,1,0.0224,0.2016,-0.4083,0.4559,0.0616,-2.07,-2.13,2.12,0.217,0.057,4.053,29.82,0.00,0.009,1,angry,10.3,EXCITED,
61.698,1,1,0.0227,0.2021,-0.4083,0.4561,0.0636,-2.05,-3.20,2.04,0.242,0.021,3.505,29.87,0.00,0.006,1,angry,10.1,EXCITED,
61.746,1,1,0.0231,0.2033,-0.4096,0.4579,0.0624,-2.48,-3.32,1.81,0.216,0.038,3.844,29.92,0.00,-0.002,1,angry,10.0,EXCITED,
61.793,1,1,0.0235,0.2040,-0.4100,0.4585,0.0615,-2.00,-3.35,1.50,0.205,0.047,3.238,29.97,0.00,-0.005,1,angry,10.1,EXCITED,
61.841,1,1,0.0242,0.2037,-0.4092,0.4577,0.0632,-1.34,-2.38,1.48,0.197,0.057,2.627,30.02,0.00,-0.000,1,angry,9.9,EXCITED,
61.889,1,1,0.0250,0.2037,-0.4104,0.4588,0.0641,-0.78,-2.73,2.01,0.193,0.076,2.311,30.06,0.00,-0.005,1,angry,10.1,EXCITED,
61.938,1,1,0.0259,0.2029,-0.4094,0.4576,0.0638,-0.17,-2.22,1.94,0.186,0.090,1.917,30.11,0.00,0.001,1,angry,10.0,EXCITED,
61.986,1,1,0.0266,0.2023,-0.4082,0.4563,0.0621,-0.74,-3.06,1.91,0.178,0.131,2.051,30.16,0.00,0.006,1,angry,9.7,EXCITED,
62.035,1,1,0.0271,0.2022,-0.4075,0.4557,0.0671,-0.51,-3.30,1.93,0.190,0.134,2.166,30.21,0.00,0.008,1,angry,10.0,EXCITED,
62.081,1,1,0.0274,0.2012,-0.4056,0.4536,0.0613,-0.51,-2.95,1.83,0.197,0.166,2.247,30.25,0.00,0.015,1,angry,10.1,EXCITED,
62.131,1,1,0.0274,0.2005,-0.4041,0.4519,0.0633,-0.71,-3.51,2.30,0.181,0.211,2.300,30.30,0.00,0.019,1,angry,9.9,EXCITED,
62.180,1,1,0.0272,0.1999,-0.4027,0.4504,0.0610,-0.99,-3.37,2.48,0.199,0.197,2.778,30.35,0.00,0.021,1,angry,10.4,EXCITED,
62.242,1,1,0.0269,0.1998,-0.4020,0.4497,0.0692,-1.75,-3.85,2.41,0.192,0.204,2.577,30.42,0.00,0.019,1,angry,10.5,EXCITED,
62.290,1,1,0.0267,0.2009,-0.4041,0.4521,0.0622,-1.18,-4.48,2.42,0.174,0.235,2.543,30.46,0.00,0.005,1,angry,10.0,EXCITED,
62.339,1,1,0.0266,0.2006,-0.4042,0.4520,0.0639,-1.27,-2.54,2.83,0.163,0.236,2.414,30.51,0.00,0.005,1,angry,10.3,EXCITED,
62.386,1,1,0.0265,0.2000,-0.4032,0.4509,0.0646,-1.12,-2.78,2.78,0.152,0.258,2.310,30.56,0.00,0.009,1,angry,10.1,EXCITED,
62.435,1,1,0.0266,0.2007,-0.4043,0.4521,0.0633,-1.00,-3.18,2.62,0.165,0.248,2.409,30.61,0.00,0.002,1,angry,10.1,ANGRY,11
62.484,1,1,0.0266,0.2002,-0.4036,0.4513,0.0640,-0.90,-3.69,2.67,0.156,0.244,2.234,30.66,0.00,0.005,1,angry,10.1,ANGRY,
62.530,1,1,0.0268,0.1990,-0.4019,0.4492,0.0630,-0.29,-3.17,2.33,0.161,0.207,2.434,30.70,0.00,0.013,1,angry,10.2,ANGRY,
62.579,1,1,0.0269,0.1992,-0.4027,0.4501,0.0618,-0.99,-3.04,2.24,0.174,0.193,2.212,30.75,0.00,0.007,1,angry,9.9,ANGRY,
62.631,1,1,0.0270,0.1991,-0.4023,0.4497,0.0645,-0.79,-3.28,2.53,0.190,0.178,1.877,30.81,0.00,0.007,1,angry,10.1,ANGRY,
62.691,1,1,0.0270,0.1991,-0.4022,0.4496,0.0653,-1.02,-4.18,2.74,0.187,0.159,1.717,30.87,0.00,0.006,1,angry,10.5,ANGRY,
62.737,1,1,0.0269,0.1988,-0.4020,0.4492,0.0655,-1.19,-3.22,2.97,0.197,0.142,1.585,30.91,0.00,0.006,1,angry,9.9,ANGRY,
62.785,1,1,0.0271,0.1995,-0.4035,0.4509,0.0659,-1.17,-3.97,2.55,0.184,0.190,2.315,30.96,0.00,-0.002,1,angry,10.3,ANGRY,
62.835,1,1,0.0273,0.1992,-0.4033,0.4507,0.0680,-0.96,-3.03,2.61,0.169,0.222,1.956,31.01,0.00,-0.001,1,angry,10.1,ANGRY,
62.883,1,1,0.0276,0.1988,-0.4026,0.4499,0.0710,-0.35,-3.44,2.36,0.189,0.220,2.229,31.06,0.00,0.003,1,angry,10.2,ANGRY,
62.929,1,1,0.0277,0.1976,-0.4007,0.4476,0.0649,-0.75,-2.85,2.52,0.188,0.225,2.067,31.10,0.00,0.012,1,angry,9.9,ANGRY,
62.977,1,1,0.0278,0.1973,-0.4004,0.4472,0.0623,-0.36,-3.23,2.91,0.194,0.175,2.573,31.15,0.00,0.011,1,angry,9.9,ANGRY,
63.043,1,1,0.0280,0.1978,-0.4007,0.4478,0.0634,-0.63,-3.69,2.52,0.199,0.176,2.530,31.22,0.00,0.007,1,angry,10.6,ANGRY,
63.090,1,1,0.0281,0.1991,-0.4021,0.4495,0.0661,-0.59,-3.81,2.59,0.194,0.169,2.227,31.26,0.00,-0.002,1,angry,10.5,ANGRY,
63.155,1,1,0.0282,0.1998,-0.4024,0.4501,0.0656,-0.19,-5.05,2.57,0.192,0.137,2.108,31.33,0.00,-0.003,1,angry,10.5,ANGRY,
63.202,1,1,0.0282,0.1998,-0.4020,0.4498,0.0657,-0.32,-4.51,2.84,0.188,0.093,2.029,31.38,0.00,-0.001,1,angry,10.3,ANGRY,
63.251,1,1,0.0281,0.1995,-0.4009,0.4487,0.0626,-0.20,-3.93,2.73,0.187,0.100,2.273,31.43,0.00,0.003,1,angry,10.1,ANGRY,
63.297,1,1,0.0281,0.1997,-0.4002,0.4481,0.0648,-0.30,-4.71,2.76,0.192,0.121,2.120,31.47,0.00,0.005,1,angry,10.2,ANGRY,
63.346,1,1,0.0284,0.2005,-0.4013,0.4495,0.0639,-0.51,-4.92,2.50,0.195,0.139,1.726,31.52,0.00,-0.001,1,angry,10.1,ANGRY,
63.394,1,1,0.0287,0.1997,-0.4007,0.4486,0.0639,-0.09,-4.50,1.65,0.196,0.190,2.012,31.57,0.00,0.003,1,angry,10.1,ANGRY,
63.458,1,1,0.0290,0.1992,-0.4004,0.4481,0.0640,0.47,-3.28,2.29,0.207,0.176,2.281,31.63,0.00,0.004,1,angry,10.4,ANGRY,
63.507,1,1,0.0291,0.1984,-0.3991,0.4467,0.0647,0.36,-3.04,2.87,0.204,0.175,2.070,31.68,0.00,0.009,1,angry,10.1,ANGRY,
63.554,1,1,0.0293,0.1987,-0.3990,0.4467,0.0625,0.15,-3.76,2.58,0.212,0.157,2.003,31.73,0.00,0.007,1,angry,10.2,ANGRY,
63.601,1,1,0.0293,0.1997,-0.4001,0.4481,0.0648,-0.10,-4.40,2.46,0.214,0.158,1.868,31.78,0.00,-0.000,1,angry,10.1,ANGRY,
63.651,1,1,0.0293,0.2001,-0.4005,0.4487,0.0634,0.05,-3.23,2.63,0.192,0.178,1.965,31.82,0.00,-0.003,1,angry,10.2,ANGRY,
63.698,1,1,0.0294,0.2001,-0.4007,0.4488,0.0656,-0.04,-3.30,2.87,0.187,0.188,1.785,31.87,0.00,-0.003,1,angry,10.0,ANGRY,
63.746,1,1,0.0295,0.2006,-0.4009,0.4493,0.0658,-0.03,-5.20,2.41,0.184,0.258,2.474,31.92,0.00,-0.004,1,angry,10.2,ANGRY,
63.796,1,1,0.0294,0.2004,-0.4000,0.4483,0.0639,-0.26,-3.97,2.36,0.174,0.260,2.786,31.97,0.00,0.001,1,angry,10.3,ANGRY,
63.859,1,1,0.0294,0.1994,-0.3984,0.4465,0.0643,0.14,-3.35,2.54,0.166,0.290,2.577,32.03,0.00,0.006,1,angry,10.5,ANGRY,
63.905,1,1,0.0298,0.2002,-0.3994,0.4477,0.0653,-0.10,-4.62,2.91,0.154,0.276,2.705,32.08,0.00,-0.000,1,angry,10.1,ANGRY,
63.954,1,1,0.0299,0.2005,-0.3996,0.4481,0.0653,-0.39,-4.40,2.56,0.151,0.285,2.502,32.13,0.00,-0.002,1,angry,10.1,ANGRY,
64.001,1,1,0.0302,0.2007,-0.3999,0.4484,0.0643,0.70,-3.14,2.39,0.155,0.268,2.412,32.18,0.00,-0.003,1,angry,10.0,ANGRY,
64.050,1,1,0.0304,0.2002,-0.3987,0.4472,0.0651,0.67,-4.64,2.26,0.150,0.276,2.281,32.22,0.00,0.003,1,angry,10.0,ANGRY,
64.098,1,1,0.0305,0.1998,-0.3985,0.4468,0.0646,0.30,-4.09,2.53,0.142,0.274,1.976,32.27,0.00,0.004,1,angry,10.5,ANGRY,
64.146,1,1,0.0306,0.2002,-0.3991,0.4476,0.0652,-0.25,-4.82,2.72,0.137,0.306,2.137,32.32,0.00,-0.000,1,angry,10.1,ANGRY,
64.193,1,1,0.0306,0.2000,-0.3988,0.4472,0.0686,-0.04,-4.26,2.34,0.149,0.299,2.308,32.37,0.00,0.001,1,angry,10.0,ANGRY,
64.257,1,1,0.0307,0.1997,-0.3972,0.4457,0.0650,0.19,-5.08,2.45,0.151,0.292,1.935,32.43,0.00,0.006,1,angry,10.4,ANGRY,
64.306,1,1,0.0313,0.2012,-0.3989,0.4479,0.0669,0.37,-4.24,2.22,0.152,0.269,1.838,32.48,0.00,-0.004,1,angry,10.1,ANGRY,
64.353,1,1,0.0318,0.2012,-0.3987,0.4477,0.0640,0.54,-5.05,1.97,0.163,0.262,1.719,32.53,0.00,-0.003,1,angry,10.3,ANGRY,
64.402,1,1,0.0318,0.2006,-0.3983,0.4471,0.0641,0.54,-3.70,2.15,0.150,0.256,1.728,32.58,0.00,0.000,1,angry,10.1,ANGRY,
64.449,1,1,0.0317,0.2009,-0.3992,0.4480,0.0639,-0.34,-3.36,1.96,0.151,0.262,1.644,32.62,0.00,-0.004,1,angry,10.2,ANGRY,
64.498,1,1,0.0315,0.2008,-0.3992,0.4480,0.0638,-0.12,-4.24,2.41,0.169,0.243,1.790,32.67,0.00,-0.003,1,angry,10.1,ANGRY,
64.546,1,1,0.0315,0.2010,-0.3995,0.4483,0.0658,0.14,-4.22,2.47,0.173,0.200,1.927,32.72,0.00,-0.003,1,angry,10.2,ANGRY,
64.594,1,1,0.0317,0.2007,-0.3997,0.4484,0.0656,0.15,-3.87,2.35,0.164,0.210,2.255,32.77,0.00,-0.003,1,angry,10.2,ANGRY,
64.659,1,1,0.0318,0.1996,-0.3988,0.4471,0.0667,-0.24,-2.74,1.64,0.181,0.237,2.192,32.83,0.00,0.001,1,angry,10.0,ANGRY,
64.706,1,1,0.0317,0.1995,-0.3982,0.4465,0.0651,0.13,-4.38,2.20,0.184,0.223,2.364,32.88,0.00,0.004,1,angry,10.3,ANGRY,
64.754,1,1,0.0316,0.1993,-0.3969,0.4452,0.0639,0.25,-5.61,2.18,0.191,0.187,2.326,32.93,0.00,0.008,1,angry,10.2,ANGRY,
64.802,1,1,0.0317,0.2001,-0.3981,0.4467,0.0631,-0.15,-3.85,1.92,0.189,0.171,2.078,32.98,0.00,0.001,1,angry,10.2,ANGRY,
64.850,1,1,0.0318,0.1986,-0.3963,0.4444,0.0635,-0.07,-2.92,1.62,0.188,0.179,2.007,33.02,0.00,0.010,1,angry,10.1,ANGRY,
64.899,1,1,0.0320,0.1977,-0.3954,0.4432,0.0647,0.32,-3.74,2.97,0.199,0.166,1.977,33.07,0.00,0.013,1,angry,10.0,ANGRY,
64.946,1,1,0.0319,0.1986,-0.3966,0.4447,0.0659,-0.40,-4.24,2.54,0.186,0.148,1.947,33.12,0.00,0.004,1,angry,10.3,ANGRY,
64.994,1,1,0.0318,0.1985,-0.3961,0.4442,0.0649,-0.25,-3.70,2.68,0.185,0.105,2.087,33.17,0.00,0.005,1,angry,10.2,ANGRY,
65.059,1,1,0.0317,0.1982,-0.3963,0.4442,0.0661,-0.12,-2.20,2.57,0.202,0.101,2.097,33.23,0.00,0.004,1,angry,10.5,ANGRY,
65.105,1,1,0.0316,0.1988,-0.3975,0.4456,0.0639,-0.62,-2.05,2.97,0.203,0.068,2.259,33.28,0.00,-0.003,1,angry,10.0,ANGRY,
65.154,1,1,0.0314,0.2004,-0.3993,0.4479,0.0654,-0.87,-4.68,2.86,0.184,0.063,2.268,33.33,0.00,-0.012,1,angry,10.2,ANGRY,
65.201,1,1,0.0313,0.2013,-0.4005,0.4493,0.0680,-1.20,-3.95,3.18,0.208,0.013,2.823,33.38,0.00,-0.015,1,angry,10.0,ANGRY,
65.250,1,1,0.0311,0.2014,-0.4015,0.4502,0.0638,-0.98,-3.25,3.16,0.225,0.009,2.813,33.42,0.00,-0.016,1,angry,10.1,ANGRY,
65.298,1,1,0.0311,0.2014,-0.4019,0.4506,0.0658,-0.89,-3.05,3.25,0.226,0.014,2.486,33.47,0.00,-0.014,1,angry,10.1,ANGRY,
65.346,1,1,0.0310,0.2014,-0.4018,0.4505,0.0660,-0.47,-3.58,2.94,0.208,0.013,2.312,33.52,0.00,-0.011,1,angry,10.0,ANGRY,
65.393,1,1,0.0309,0.2015,-0.4017,0.4505,0.0647,-0.46,-4.09,3.19,0.206,0.022,2.105,33.57,0.00,-0.009,1,angry,9.9,ANGRY,
65.457,1,1,0.0307,0.2020,-0.4031,0.4519,0.0693,-0.97,-2.88,3.09,0.195,0.064,2.136,33.63,0.00,-0.011,1,angry,10.6,ANGRY,
65.505,1,1,0.0305,0.2011,-0.4021,0.4506,0.0680,-0.32,-3.10,3.14,0.180,0.084,1.922,33.68,0.00,-0.004,1,angry,10.1,ANGRY,
65.554,1,1,0.0301,0.2007,-0.4012,0.4496,0.0686,-0.71,-3.65,3.18,0.176,0.123,1.943,33.73,0.00,0.001,1,angry,10.0,ANGRY,
65.602,1,1,0.0298,0.2003,-0.4007,0.4490,0.0671,-1.03,-3.62,3.38,0.171,0.127,1.971,33.78,0.00,0.004,1,angry,10.1,ANGRY,
65.650,1,1,0.0297,0.2008,-0.4021,0.4505,0.0654,-0.92,-2.12,2.87,0.172,0.139,1.750,33.82,0.00,-0.003,1,angry,10.1,ANGRY,
65.698,1,1,0.0298,0.2002,-0.4015,0.4497,0.0612,-0.01,-1.91,1.77,0.158,0.189,2.128,33.87,0.00,0.001,1,angry,10.2,ANGRY,
65.746,1,1,0.0298,0.2003,-0.4022,0.4503,0.0627,-0.56,-1.95,2.23,0.146,0.222,1.792,33.92,0.00,-0.002,1,angry,10.0,ANGRY,
65.796,1,1,0.0298,0.2002,-0.4022,0.4503,0.0650,-0.15,-1.33,2.26,0.161,0.240,1.837,33.97,0.00,-0.002,1,angry,10.0,ANGRY,
65.844,1,1,0.0299,0.2000,-0.4017,0.4498,0.0653,-0.22,-3.05,2.46,0.151,0.194,2.531,34.02,0.00,0.001,1,angry,10.0,ANGRY,
65.890,1,1,0.0299,0.2000,-0.4013,0.4493,0.0638,-0.05,-3.98,2.87,0.161,0.204,2.851,34.06,0.00,0.002,1,angry,10.1,ANGRY,
65.938,1,1,0.0299,0.2002,-0.4009,0.4491,0.0659,-0.10,-4.14,2.94,0.171,0.215,2.365,34.11,0.00,0.003,1,angry,10.2,ANGRY,
65.988,1,1,0.0298,0.2003,-0.4006,0.4489,0.0655,0.17,-3.07,3.45,0.166,0.242,2.236,34.16,0.00,0.003,1,angry,10.0,ANGRY,
66.050,1,1,0.0299,0.2006,-0.4005,0.4489,0.0660,0.09,-3.45,3.15,0.166,0.240,2.085,34.22,0.00,0.003,1,angry,10.3,ANGRY,
66.099,1,1,0.0299,0.2006,-0.4007,0.4491,0.0656,-0.27,-4.00,3.33,0.162,0.195,2.374,34.27,0.00,0.001,1,angry,10.1,ANGRY,
66.145,1,1,0.0300,0.2008,-0.4009,0.4494,0.0678,-0.32,-3.58,3.52,0.175,0.166,2.189,34.32,0.00,-0.000,1,angry,10.0,ANGRY,
66.194,1,1,0.0300,0.2011,-0.4013,0.4498,0.0667,-0.52,-3.29,3.04,0.166,0.212,2.907,34.37,0.00,-0.002,1,angry,10.0,ANGRY,
66.241,1,1,0.0301,0.2010,-0.4006,0.4492,0.0642,0.07,-3.38,3.06,0.162,0.221,2.753,34.42,0.00,0.001,1,angry,10.2,ANGRY,
66.290,1,1,0.0301,0.2013,-0.4010,0.4497,0.0677,-0.18,-3.98,3.12,0.155,0.247,2.516,34.46,0.00,-0.001,1,angry,9.9,ANGRY,
66.338,1,1,0.0303,0.2021,-0.4030,0.4518,0.0669,-0.56,-3.60,3.44,0.158,0.251,2.310,34.51,0.00,-0.010,1,angry,10.3,ANGRY,
66.386,1,1,0.0304,0.2034,-0.4062,0.4553,0.0654,-0.74,-3.04,3.28,0.159,0.212,2.546,34.56,0.00,-0.022,1,angry,10.1,ANGRY,
66.433,1,1,0.0305,0.2026,-0.4054,0.4543,0.0636,0.14,-3.51,3.33,0.147,0.257,3.323,34.61,0.00,-0.013,1,angry,10.0,ANGRY,
66.482,1,1,0.0305,0.2033,-0.4067,0.4557,0.0641,-0.85,-3.41,3.43,0.149,0.256,3.251,34.66,0.00,-0.017,1,angry,10.1,ANGRY,
66.530,1,1,0.0306,0.2022,-0.4050,0.4537,0.0664,-0.73,-2.69,3.33,0.152,0.260,2.677,34.70,0.00,-0.005,1,angry,10.1,ANGRY,
66.579,1,1,0.0306,0.2022,-0.4045,0.4533,0.0686,-0.55,-3.06,3.27,0.148,0.285,2.514,34.75,0.00,-0.002,1,angry,9.9,ANGRY,
66.625,1,1,0.0306,0.2016,-0.4030,0.4517,0.0666,-0.34,-3.51,3.21,0.139,0.284,2.362,34.80,0.00,0.005,1,angry,10.1,ANGRY,
66.674,1,1,0.0304,0.2015,-0.4024,0.4511,0.0658,-0.56,-2.76,3.31,0.133,0.264,2.210,34.85,0.00,0.007,1,angry,10.1,ANGRY,
66.721,1,1,0.0300,0.2014,-0.4023,0.4509,0.0680,-1.14,-2.58,3.30,0.147,0.232,2.180,34.90,0.00,0.006,1,angry,10.0,ANGRY,
66.769,1,1,0.0298,0.2010,-0.4018,0.4502,0.0694,-0.89,-2.90,3.36,0.163,0.219,1.941,34.94,0.00,0.008,1,angry,10.2,ANGRY,
66.818,1,1,0.0298,0.2007,-0.4013,0.4496,0.0643,-0.46,-3.30,3.60,0.160,0.232,1.982,34.99,0.00,0.009,1,angry,10.0,ANGRY,
66.865,1,1,0.0298,0.2014,-0.4029,0.4515,0.0670,-0.96,-3.31,3.30,0.155,0.223,1.897,35.04,0.00,-0.001,1,angry,10.0,ANGRY,
66.914,1,1,0.0300,0.2008,-0.4021,0.4505,0.0646,-0.02,-2.91,2.88,0.158,0.208,1.705,35.09,0.00,0.003,1,angry,9.9,ANGRY,
66.964,1,1,0.0302,0.2014,-0.4027,0.4512,0.0633,-0.09,-2.99,2.75,0.150,0.204,1.566,35.14,0.00,-0.000,1,angry,10.1,ANGRY,
67.012,1,1,0.0303,0.2012,-0.4021,0.4506,0.0649,-0.18,-2.73,2.69,0.148,0.202,1.323,35.19,0.00,0.002,1,angry,10.2,ANGRY,
67.074,1,1,0.0304,0.2016,-0.4028,0.4515,0.0648,0.18,-2.50,2.67,0.161,0.168,1.515,35.25,0.00,-0.001,1,angry,10.4,ANGRY,
67.121,1,1,0.0305,0.2011,-0.4031,0.4515,0.0664,0.14,-1.83,2.59,0.159,0.172,1.771,35.29,0.00,-0.001,1,angry,9.9,ANGRY,
67.171,1,1,0.0309,0.1994,-0.4023,0.4501,0.0649,0.77,-0.61,2.53,0.158,0.181,1.499,35.35,0.00,0.005,1,angry,10.2,ANGRY,
67.217,1,1,0.0315,0.1975,-0.4009,0.4480,0.0630,1.35,-1.66,2.27,0.142,0.245,2.239,35.39,0.00,0.013,1,angry,9.9,ANGRY,
67.266,1,1,0.0320,0.1966,-0.4001,0.4470,0.0683,1.77,-0.56,2.50,0.173,0.205,3.362,35.44,0.00,0.015,1,angry,10.1,ANGRY,
67.314,1,1,0.0324,0.1962,-0.3996,0.4464,0.0647,1.18,-1.75,2.31,0.168,0.193,3.251,35.49,0.00,0.014,1,angry,10.1,ANGRY,
67.362,1,1,0.0328,0.1958,-0.4000,0.4465,0.0634,0.63,-0.75,2.17,0.149,0.225,3.317,35.54,0.00,0.011,1,angry,10.1,ANGRY,
67.410,1,1,0.0329,0.1943,-0.3983,0.4444,0.0688,0.76,-1.47,2.31,0.143,0.257,2.837,35.58,0.00,0.018,1,angry,9.9,ANGRY,
67.473,1,1,0.0330,0.1943,-0.3987,0.4448,0.0657,0.80,-1.01,2.42,0.133,0.276,2.362,35.65,0.00,0.013,1,angry,10.1,ANGRY,
67.523,1,1,0.0329,0.1931,-0.3965,0.4423,0.0670,0.35,-1.83,2.86,0.135,0.266,2.305,35.70,0.00,0.020,1,angry,10.4,ANGRY,
67.585,1,1,0.0330,0.1925,-0.3962,0.4417,0.0647,0.72,0.31,2.17,0.146,0.257,1.981,35.76,0.00,0.018,1,angry,10.4,ANGRY,
67.633,1,1,0.0332,0.1924,-0.3965,0.4420,0.0662,0.82,-0.40,2.88,0.148,0.263,1.837,35.81,0.00,0.014,1,angry,10.2,ANGRY,
67.681,1,1,0.0334,0.1939,-0.3978,0.4438,0.0645,0.07,-1.76,2.28,0.160,0.265,1.645,35.86,0.00,0.003,1,angry,10.0,ANGRY,
67.729,1,1,0.0335,0.1942,-0.3978,0.4439,0.0670,0.88,-0.17,2.25,0.153,0.277,1.624,35.90,0.00,0.002,1,angry,10.1,ANGRY,
67.779,1,1,0.0336,0.1928,-0.3960,0.4417,0.0664,0.80,-1.20,2.61,0.147,0.296,1.471,35.95,0.00,0.010,1,neutral,10.1,ANGRY,
67.826,1,1,0.0336,0.1923,-0.3952,0.4408,0.0651,1.06,-0.69,2.72,0.148,0.278,1.750,36.00,0.00,0.012,1,neutral,10.2,ANGRY,
67.873,1,1,0.0336,0.1919,-0.3939,0.4395,0.0650,1.15,0.17,2.23,0.154,0.262,1.500,36.05,0.00,0.015,1,neutral,10.1,ANGRY,
67.922,1,1,0.0338,0.1919,-0.3936,0.4391,0.0685,1.09,-0.60,2.30,0.153,0.264,1.459,36.10,0.00,0.014,1,neutral,10.1,ANGRY,
67.969,1,1,0.0338,0.1919,-0.3940,0.4396,0.0689,0.69,-0.15,2.63,0.147,0.297,1.696,36.14,0.00,0.009,1,neutral,10.0,ANGRY,
68.017,1,1,0.0338,0.1932,-0.3956,0.4416,0.0658,1.12,-1.41,2.66,0.144,0.329,1.483,36.19,0.00,-0.001,1,neutral,10.0,ANGRY,
68.065,1,1,0.0336,0.1939,-0.3966,0.4427,0.0647,0.81,-0.69,2.60,0.150,0.307,1.954,36.24,0.00,-0.006,1,neutral,10.2,ANGRY,
68.114,1,1,0.0335,0.1929,-0.3947,0.4405,0.0683,1.19,-1.22,2.46,0.140,0.313,1.991,36.29,0.00,0.005,1,neutral,10.0,ANGRY,
68.162,1,1,0.0334,0.1930,-0.3951,0.4409,0.0662,1.05,-0.51,2.27,0.134,0.354,2.212,36.34,0.00,0.002,1,neutral,10.1,ANGRY,
68.210,1,1,0.0331,0.1928,-0.3946,0.4404,0.0658,0.84,-1.16,2.94,0.131,0.319,2.877,36.38,0.00,0.004,1,neutral,10.0,ANGRY,
68.275,1,1,0.0328,0.1933,-0.3949,0.4409,0.0648,1.24,-1.33,2.44,0.126,0.328,2.754,36.45,0.00,0.002,1,neutral,10.9,ANGRY,
68.321,1,1,0.0324,0.1937,-0.3953,0.4414,0.0642,0.55,-1.60,2.70,0.118,0.347,2.416,36.49,0.00,-0.001,1,neutral,10.1,ANGRY,
68.370,1,1,0.0321,0.1933,-0.3948,0.4407,0.0657,1.38,-1.66,2.84,0.122,0.328,2.479,36.54,0.00,0.002,1,neutral,10.2,ANGRY,
68.418,1,1,0.0316,0.1927,-0.3937,0.4395,0.0637,0.56,-1.11,3.25,0.119,0.347,2.523,36.59,0.00,0.007,1,neutral,10.3,ANGRY,
68.466,1,1,0.0313,0.1921,-0.3927,0.4383,0.0641,0.99,-1.36,2.79,0.123,0.318,2.738,36.64,0.00,0.010,1,neutral,10.2,ANGRY,
68.513,1,1,0.0310,0.1922,-0.3931,0.4386,0.0636,0.85,-1.06,2.71,0.122,0.330,2.774,36.69,0.00,0.007,1,neutral,10.1,ANGRY,
68.562,1,1,0.0309,0.1923,-0.3936,0.4391,0.0628,1.05,-0.38,2.58,0.136,0.267,3.423,36.74,0.00,0.004,1,neutral,10.3,ANGRY,
68.610,1,1,0.0308,0.1925,-0.3940,0.4395,0.0684,0.82,-0.86,2.71,0.129,0.297,4.061,36.78,0.00,0.001,1,neutral,10.1,ANGRY,
68.658,1,1,0.0308,0.1921,-0.3933,0.4388,0.0645,1.03,-0.71,2.48,0.130,0.304,3.519,36.83,0.00,0.004,1,neutral,10.2,ANGRY,
68.705,1,1,0.0308,0.1924,-0.3936,0.4392,0.0646,0.78,-1.70,2.54,0.122,0.324,3.086,36.88,0.00,0.001,1,neutral,9.9,ANGRY,
68.755,1,1,0.0308,0.1923,-0.3936,0.4391,0.0649,0.91,-0.65,2.76,0.125,0.305,3.022,36.93,0.00,0.001,1,neutral,10.1,ANGRY,
68.802,1,1,0.0310,0.1927,-0.3943,0.4400,0.0645,1.45,-0.96,2.78,0.124,0.299,2.558,36.98,0.00,-0.002,1,neutral,10.1,ANGRY,
68.850,1,1,0.0311,0.1932,-0.3954,0.4411,0.0667,1.15,-1.59,2.64,0.121,0.286,2.173,37.02,0.00,-0.007,1,neutral,10.2,ANGRY,
68.898,1,1,0.0312,0.1933,-0.3956,0.4414,0.0640,1.15,-1.02,2.79,0.118,0.319,2.430,37.07,0.00,-0.007,1,neutral,10.1,ANGRY,
68.945,1,1,0.0312,0.1936,-0.3960,0.4418,0.0650,1.01,-1.03,2.96,0.118,0.321,2.317,37.12,0.00,-0.007,1,neutral,10.1,ANGRY,
